titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;Categoria
Conejo al ajillo;https://www.recetasonline.net/wp-content/uploads/2013/01/Conejo-al-ajillo-1.jpg;4;60m;;['1,5 kg. de conejo troceado', '2 cabezas de ajo', '1 hoja de laurel', '1 rama de tomillo', '1 cucharada de perejil picado', '1 vaso de vino blanco', 'Pimienta en grano (al gusto)'];['Para esta receta de cocina de conejo al ajillo la única elaboración que tenemos que hacer previamente es desgranar los dientes de ajo y aplastarlos con un golpe seco de cuchillo plano con piel y todo.', 'Una vez que tenemos los ajos aplastados ponemos en un olla lo suficientemente grande el conejo junto con un chorrito de aceite de oliva y a fuego fuerte.', 'Removemos hasta que nos quede ligeramente dorado por todas las piezas de conejo y bajamos el fuego a suave y añadimos el resto de ingredientes.', 'Tapamos la olla y dejamos cocinando por espacio de unos 45 minutos a fuego muy suave y sin destapar para que nos quede como si fuera horneado.', 'Si utilizamos una olla de barro o cerámica podéis llevar el conejo al ajillo directamente a la mesa para que se sirva cada uno a su gusto. Como acompañamiento os sugiero unas patatas fritas cortadas en dados pequeños y que queden bien cuijientes.'];3
Filetes de ternera en salsa;https://www.recetasonline.net/wp-content/uploads/2013/01/Filetes-de-ternera-en-salsa-4.jpg;4;35m;;['8 filetes de ternera', '1 cebolla', '2 dientes de ajo', '1 vaso de caldo de carne', '1/2 vaso de vino blanco', '1 zanahoria', 'Comino'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de filetes de ternera en salsa es pelar y picar fino la cebolla. Recordad que cuanto más fino antes se nos cocinará.', 'En una sartén ponemos un chorrito de aceite de oliva y añadimos la cebolla para que se vaya rehogando. Hacemos lo mismo con la zanahoria que también añadimos a la sartén.', 'Pelamos y picamos fino los dientes de ajo e incorporamos a la sartén. La sartén la ponemos a fuego suave. Vamos a dejar cocinando hasta que la cebolla esté prácticamente transparente.', 'Mientras enharinamos los filetes de ternera y freímos en una sartén donde hemos puesto aceite de oliva y cuando esté bien caliente.', 'Una vez que los tenemos dorados por las dos caras sacamos y reservamos en papel absorbente para eliminar el exceso de grasa.', 'A la sartén de la cebolla que ya tendremos pochada le añadimos el vino blanco y dejamos reducir para eliminar el alcohol. A continuación añadimos el comino y luego el caldo de carne.', 'Cocinamos unos cinco minutos para que se integre todo perfectamente y ya lo tenemos listo para triturar. Podemos usar el utensilio que más a mano tengamos en casa, como puede ser una batidora o un robot de cocina.', 'Si queremos que nos quede una salsa más fina podemos pasar por un colador pero eso lo dejo a gusto de cada uno.', 'En la sartén anterior añadimos los filetes y la salsa y dejamos cocinar 10 minutos más antes de servir.', 'Ya tenemos listos nuestros filetes de ternera en salsa que podemos acompañar con una patatas fritas en dados por ejemplo.'];3
Cuartos de pollo al horno;https://www.recetasonline.net/wp-content/uploads/2013/01/Cuartos-de-pollo-al-horno-4.jpg;4;60m;;['4 cuartos traseros de pollo', '2 cebollas', '4 dientes de ajo', '3 patatas', '1 puerro', '2 zanahorias', '1 ramita de romero', '1 vaso de vino blanco'];['Lo primero que vamos a hacer en la elaboración de esta receta de cuartos de pollo al horno es salpimentar los cuartos traseros de pollo.', 'Reservamos el pollo y mientras precalentamos el horno a 180ºC vamos a pelar y a cortar las zanahorias, la cebolla, el puerro y las patatas. Todo lo cortaremos en rodajas más bien finas.', 'Los ajos los pelamos igualmente y vamos a picar bien fino. ponemos una cama de patatas y cebolla y añadimos la zanahoria, el puerro y el ajo por encima.', 'Ponemos los cuartos de pollo por encima e incorporamos el vino blanco por encima y le ponemos la ramita de laurel.', 'Ponemos en el horno que teníamos ya precalentado y lo dejamos 30 minutos con calor arriba y abajo.', 'Pasados los 30 minutos le damos la vuelta y dejamos 15 minutos más para que se doren por el otro lado.', 'Ya tenemos nuestro pollo listo para llevar a la mesa y además con la guarnición preparada en la misma receta.'];3
Albóndigas en salsa de tomate;https://www.recetasonline.net/wp-content/uploads/2013/01/albondigas-en-salsa-de-tomate-1.jpg;4;50m;;['400 gr. de carne de ternera picada', '300 gr. de tomate triturado', '2 cucharadas de pan rallado', '1 cebolla', '2 dientes de ajo', '1 huevo'];['Lo primero que vamos a hacer con esta receta es preparar la salsa con la que acompañaremos las albóndigas y para ello picamos muy fino la cebolla y los dientes ajo y ponemos en una sartén donde hemos puesto un par de cucharadas de aceite de oliva.', 'Removemos constantemente hasta que tenemos la cebolla un poco transparente y con un ligero color dorado.', 'Añadimos el tomate triturado, aunque podéis sustituir por la misma cantidad de tomate natural y bien picado.', 'Dejamos cocinar todo bien mezclado por espacio de unos 15 minutos y reservamos.', 'Vamos con las albóndigas y para ello vamos a mezclar la carne con el huevo y el pan rallado y removemos hasta que quede perfectamente integrado.', 'Con ayuda de una cuchara vamos sacando porciones de la carne y le damos forma de bolitas con las manos. El grosor lo dejo al gusto de cada uno.', 'Pasamos por harina y vamos a freír en una sartén donde hemos puesto aceite de oliva bien caliente en grupos de cuatro o cinco.', 'Cuando las tenemos con un color dorado retiramos y vamos añadiendo a la salsa de tomate. Cuando las tenemos todas damos un poco de calor y las tenemos listas para servir.', 'Las podemos servir acompañadas de unas patatas fritas en dados o un poco de pasta cocida.'];8
Caldo de pollo;https://www.recetasonline.net/wp-content/uploads/2016/03/caldo-de-pollo-casero-facil.jpg;Sin Informacion;Sin Informacion;;['1/2 cebolla', '1 puerro', '2 zanahorias', '2 litros de agua', '2 carcasas de pollo', 'Sal'];['Empezamos nuestra receta de caldo de pollo poniendo las carcasas de pollo y el resto de ingredientes y cubriendo con el agua en frío y lo ponemos a fuego fuerte.', 'Una vez que llegue el agua a ebullición (el agua borbotea) bajamos el fuego y lo dejamos en medio-bajo cocinando por espacio de 3 horas. Si usamos una olla a presión lo dejaremos unos 35 a 40 minutos cociendo.', 'Pasado el tiempo de cocción lo colamos y tenemos nuestro caldo de pollo listo para utilizar.'];8
Caldo de verduras;https://www.recetasonline.net/wp-content/uploads/2016/03/caldo-de-verduras-y-sopa-3.jpg;Sin Informacion;Sin Informacion;;['1/2 cebolla', '1 puerro', '2 zanahorias', '2 litros de agua', 'Aceite de oliva', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de este caldo de verduras es pelar y cortar la verdura. La cebolla la cortaremos en pluma y cuadros, como prefiráis. Las zanahorias las cortamos en dados y el puerro en tiras como os dejo en el enlace de la parte inferior.', 'En una olla lo suficiente profunda para luego añadir el agua poner un par de cucharadas de aceite de oliva. Cuando esté caliente añadimos la cebolla, el puerro y la zanahoria y rehogamos a fuego suave-medio hasta que la cebolla transparente un poco. Si queremos conseguir un caldo con un toque de color más dorado dejaremos que la cebolla tome un poco de color pero cuidado que no se queme.', 'Añadimos el agua a nuestra olla con la verdura. Añadimos un pellizco de sal y ponemos a fuego fuerte hasta que llegue a ebullición.', 'En este punto bajamos el fuego al mínimo y dejamos cocinar tapado por espacio de unas 3 horas. Si lo hacemos en olla a presión lo dejaremos cocinando por espacio de 30 a 35 minutos una vez que el testigo haya subido.', 'Rectificamos de sal, colamos y dejamos enfriar. Ya tenemos nuestro caldo de verduras listo para usar en cualquier tipo de elaboración.'];8
Pasta fresca casera;https://www.recetasonline.net/wp-content/uploads/2014/06/Pasta-fresca-casera.jpg;2;15m;;['100 gr. de harina de trigo', '1 huevo', '1 cucharada de aceite de oliva'];['Lo primero que tenemos que hacer para esta elaboración de pasta fresca casera es poner la harina en un recipiente hondo y formar un volcán como podéis ver en el vídeo.', 'Batimos el huevo junto con el aceite de oliva y añadimos a la harina.', 'Removemos hasta que se integre y seguimos trabajando con las manos hasta que nos quede una textura sedosa, como unos 10 minutos más o menos.', 'Dejamos reposar una hora y pasado este tiempo estiramos usando la máquina de hacer pasta hasta obtener una lámina fina.', 'Pasamos por la cortadora para dar forma de fideos y dejamos reposar una hora más.', 'Pasado una hora los tenemos listos para hervir en un recipiente con agua hirviendo con sal están listos en un minutos más o menos.'];5
Fideos chinos o noodles;https://www.recetasonline.net/wp-content/uploads/2014/06/Fideos-chinos-o-noodles.jpg;1;5m;;['50 gr. de fideos chinos', '1 pastilla de caldo de ave concentrado', '1/2 litro de agua', 'Cebollino', 'Comino molido', 'Pimienta negra'];['Lo primero que tenemos que hacer para la elaboración de nuestros fideos chinos es calentar el agua con la pastilla de caldo concentrado.', 'Cuando lo tenemos en ebullición añadimos los fideos y dejamos cocer durante cinco minutos o hasta que veáis que están tiernos.', 'Añadimos el comino y la pimienta molida al gusto. Picamos el cebollino y ponemos por encima al servir.'];8
Mermelada de fresa casera;https://www.recetasonline.net/wp-content/uploads/2014/05/Mermelada-de-fresa-casera.jpg;Sin Informacion;1:05 h;;['1 kg. de fresas', '725 gr. de azúcar', '1 limón'];['Lo primero que tenemos que hacer para la elaboración de nuestra mermelada de fresa es limpiar las fresas retirando la parte verde de las hojas.', 'Las troceamos y pesamos y añadimos el azúcar. Ponemos en el fuego muy suave y removemos para que se vaya mezclando como podéis ver en el vídeo.', 'Pasados unos 50 minutos lo tenemos listo, añadimos el zumo de limón removemos y dejamos enfriar.', 'Cuando lo tenemos frío pasamos a botes de conservas y cerramos antes de pasar al refrigerador. Ya tenemos nuestra mermelada de fresa casera lista para disfrutar.'];8
Sandwich mixto enriquecido;https://www.recetasonline.net/wp-content/uploads/2014/05/Sandwich-mixto-enriquecido.jpg;1;10m;;['Pan de molde', 'Jamón cocido', 'Queso de sandwich', 'Huevo'];['Lo primero que tenemos que hacer es poner el queso y el jamón entre las rebanadas de pan de molde.', 'Seguidamente batimos el huevo bien y pasamos las dos caras por el mismo hasta que quede bien impregnado.', 'En una sartén ponemos un chorrito de aceite de oliva y cuando lo tengamos bien caliente cocinamos las dos caras del sandwich hasta que nos queden bien doradas.', 'Ya tenemos listo nuestro sandwich mixto enriquecido listo para disfrutar.'];8
Guarnición rápida;https://www.recetasonline.net/wp-content/uploads/2014/03/Guarnición-rápida.jpg;2;10m;;['2 patatas', '1 zanahoria'];['Lo primero que tenemos que hacer es pelar la zanahoria y lavar las patatas.', 'Las patatas la envolvemos en papel film y la zanahoria la ponemos en un recipiente apto para microondas con un chorrito de aceite de oliva.', 'Tapamos el recipiente como podemos ver en el vídeo y ponemos a cocinar durante 3 minutos a potencia máxima junto con las patatas.', 'Una vez cocinadas las patatas las dejamos enfriar un poco antes de retirar el film y pelar con ayuda de un pelador.'];8
Arroz chino o tres delicias;https://www.recetasonline.net/wp-content/uploads/2013/09/Arroz-chino-o-tres-delicias.jpg;4;35m;;['125 gr. de arroz de grano largo', '250 ml. de caldo de ave', '50 gr. de guisantes', '1 zanahoria', '50 gr. de jamón cocido', '1 cucharada de salsa de soja', '1 huevo'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es rehogar el arroz con un poco de aceite de semillas neutro.', 'Añadimos el caldo que debe de estar bien caliente y dejamos cocinar por espacio de 12 minutos o hasta que se haya consumido el caldo por completo.', 'Retiramos y extendemos en una fuente para que se enfríe rápidamente y no continúe la cocción.', 'En una sartén ancha o un wok ponemos un poco de aceite y cocinamos la zanahoria que tiene que estar rallada, los guisantes y el jamón cocido.', 'Añadimos el arroz y dejamos cocinar un minuto más removiendo todo el conjunto antes de añadir la salsa de soja y seguir removiendo.', 'Por último ponemos el huevo batido y removemos rápidamente para que se formen como hebras del huevo.', 'Ya tenemos nuestro arroz listo para llevar a la mesa.'];8
Salsa de tomate italiana;https://www.recetasonline.net/wp-content/uploads/2013/09/salsa-de-tomate1.jpg;4;60m;;['400 gr. de tomate triturado', '1 cebolla', '1 diente de ajo', '1 cucharadita de azúcar', 'Orégano al gusto', 'Sal al gusto'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de salsa de tomate italiana es pelar y picar fina la cebolla. Tampoco hay que esmerarse mucho ya que luego lo trituraremos todo.', 'Ponemos en un cazo un chorro generoso de aceite de oliva y pochamos la cebolla hasta que comience a transparentar.', 'Pelamos y picamos el diente de ajo y lo añadimos a la cebolla y cocinamos unos cinco minutos más antes de añadir el tomate triturado.', 'Incorporamos el azúcar, que es para controlar la acidez del tomate, la sal y el orégano al gusto de cada uno y dejamos cocinar por espacio de una media hora a cuarenta minutos.', 'Trituramos con ayuda de un pasapuré o una batidora y cocinamos unos 10 minutos más antes de tener listo para acompañar cualquier plato de pasta.'];5
Sofrito base para arroces;https://www.recetasonline.net/wp-content/uploads/2013/08/Sofrito-base-para-elaboración-de-arroces.jpg;6;40m;;['4 tomates maduros', '1 cucharadita de pimentón dulce', '1 cucharadita de cúrcuma', '1/2 calamar'];['Lo primero que tenemos que hacer para la elaboración de esta base para arroces es pelar los tomates y trocearlos en dados pequeños.', 'Añadimos en un cazo o sartén profunda un chorrito de aceite o picada y cocinamos a fuego lento durante unos 15 minutos mientras vamos aplastando con la cuchara para que se haga una pasta.', 'Limpiamos el calamar y cortamos en rodajas o anillas antes de picar también fino, aunque luego reducirá bastante de tamaño y casi ni se aprecia en el arroz.', 'Añadimos el calamar, el pimentón y la cúrcuma o colorante alimentario si no tenéis y dejamos cocinar 5 minutos más antes de tenerlo listo para elaborar el arroz.'];5
Fondo oscuro de carne;https://www.recetasonline.net/wp-content/uploads/2013/05/fondo-oscuro-de-carne.jpg;Sin Informacion;3:20 h;;['1/2 kg. de huesos y carne de guisar', '2 puerros', '2 zanahorias', '2 cebollas', '1/2 litro de vino tinto'];['Lo primero que tenemos que tener en cuenta en la elaboración de esta receta de cocina es que las verduras las vamos a utilizar en dos tandas.', 'Pelamos y cortamos las verduras y las ponemos en una bandeja de horno junto con las carne y los huesos, que en este caso son de ternera.', 'Dejamos cocinar a 180ºC hasta que la carne esté bien dorada e incorporamos a una olla donde hemos puesto unos 2 litros de agua.', 'Incorporamos el resto de verdura picada y el vino tinto  y llevamos a ebullición. Dejaremos cocinar a fuego suave por espacio de dos horas.', 'Colamos y retiramos la capa de grasa que nos haya podido quedar en la parte superior. Ya tenemos nuestro fondo oscuro de carne listo para usar en cualquier otra elaboración.'];3
Salsa carbonara fácil;https://www.recetasonline.net/wp-content/uploads/2013/04/Salsa-carbonara.jpg;4;25m;;['200 ml. de nata (19% M.G.)', '2 lonchas gruesas de beicon', '50 gr. de queso parmesano rallado', 'Pimienta negra', 'Sal'];['Lo primero que tenemos que tenemos que tener en cuenta en la elaboración de esta receta de cocina de salsa carbonara fácil es pedir en la charcutería que las lonchas de beicon nos las corten gruesas. Lo cortaremos primero a lo largo y dando un giro de 90º cortaremos de nuevo para obtener dados.', 'La nata o crema de leche que vamos a usar es la que se suele llamar para cocinar o con poco contenido de materia grasa, entre un 15% y un 19% es válido ya que no vamos a montar esta crema.', 'En un cazo ponemos un chorrito de aceite de oliva y cuando lo tengamos caliente añadimos los dados de beicon. Los dejaremos cocinando unos minutos hasta que cojan algo de color.', 'Añadimos en este punto la nata y lo dejamos a fuego suave durante cinco minutos antes de añadir el queso parmesano rallado.', 'Dejamos cocinar cinco minutos más para dar tiempo a que se funda el queso y añadimas la sal y la pimienta a gusto de cada uno.', 'Ya tenemos nuestra salsa carbonara lista para usar con cualquier tipo de pasta como los macarrones que hemos visto en el vídeo.'];5
Mermelada de fresa ligera;https://www.recetasonline.net/wp-content/uploads/2013/04/mermelada-de-fresa.jpg;Sin Informacion;35m;;['500 gr. de fresas', '250 gr. de azúcar', '1 hoja de gelatina'];['Lo primero que tenemos que tener en cuenta para la elaboración de esta receta de cocina es disponer de unos tarros esterilizados para guardar nuestra mermelada. Lo podemos hacer con pastillas esterilizadoras para biberones o hirviendo los tarros durante algún tiempo para eliminar gérmenes.', 'Las fresas las lavamos y les cortamos el rabillo antes de cortarlas en láminas o en dados, lo que os resulte más cómodo.', 'Pesamos la fruta y la ponemos en un olla lo suficientemente grande. Añadimos la mitad del peso de azúcar y ponemos a calentar a fuego suave.', 'Vamos a dejar por espacio de una media hora sin dejar de remover, sobre todo al principio, y hasta que tengamos la fruta cocida y que se rompa al tacto.', 'Hemos puesto una lámina de gelatina en agua fría y añadimos a la mermelada, dejamos cocinar un par de minutos más antes de pasar a los botes el contenido.', 'Damos la vuelta a los botes mientras todavía está bien caliente para que nos haga vacío y tenemos nuestra conserva de mermelada de fresa lista para disfrutar.'];8
Masa de pizza casera;https://www.recetasonline.net/wp-content/uploads/2013/03/secuencias-recetas.Imagen-fija001.jpg;6;15m;;['170 gr. de harina de fuerza', '110 ml. de agua mineral', '22 gr. de levadura fresca', '10 gr. de sal', '1 cucharada de aceite de oliva'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de masa de pizza casera es calentar ligeramente le agua mineral. Debe quedar templado para evitar que mate la levadura.', 'En el agua templada disolvemos la levadura fresca hasta que obtenemos un líquido de color crema.', 'En un recipiente hondo ponemos la harina y hacemos un hueco en el centro como si fuera un volcán. Añadimos el agua y removemos para que se integre todo.', 'Incorporamos el aceite y la sal y comenzamos a amasar durante unos 10 minutos hasta que obtengamos una masa consistente y homogénea.', 'Dejamos reposar la masa cubierta de un trapo ligeramente humedecido en un sitio caliente por espacio de una hora.', 'Pasado el tiempo de reposo ponemos un poco de harina en una superficie lisa y procedemos a extender la masa. Lo podemos hacer con la mano o con ayuda de un rodillo, lo que os resulte más cómodo. Da para hacer una masa como de unos 32 centímetros de diámetro más o menos.', 'Ya tenemos nuestra base de pizza para rellenar con los ingredientes que más os gusten.'];8
Arroz blanco;https://www.recetasonline.net/wp-content/uploads/2013/03/arroz-blanco-3.jpg;4;25m;;['400 gr. de arroz', '1 l. de agua', '2 dientes de ajo', '50 ml. de aceite de oliva'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina de arroz blanco es limpiar y picar los dientes de ajo bien finos.', 'En una sartén o un cazo lo suficientemente grande ponemos el aceite de oliva a calentar y cuando haya cogido temperatura añadimos el ajo picado. Dejamos un par de minutos y antes de que comience a coger color.', 'Añadimos el arroz y rehogamos ligeramente unos segundos antes de añadir el agua y un poquito de sal.', 'Dejaremos cocinar a fuego suave por espacio de 20 minutos. Es importante que lo tengamos destapado para que evapore el agua correctamente y no nos quede demasiado pastoso.', 'Ya tenemos nuestro arroz blanco listo para usar como acompañamiento o guarnición para cualquier otro plato.'];8
Patatas a lo pobre;https://www.recetasonline.net/wp-content/uploads/2013/03/patatas-a-lo-pobre-1.jpg;4;45m;;['4 patatas grandes', '1 pimiento verde', '1 cebolla', '4 dientes de ajo'];['Para la elaboración de esta receta de cocina de patatas a lo pobre es fundamental cortar las patatas en rodajas como de 1/2 centímetro de grosor.', 'El pimiento y la cebolla los cortamos en juliana, es decir, en tiras. El ajo lo pelamos y lo picamos. En una sartén ponemos abundante aceite a calentar y cuando coja temperatura añadimos las patatas, el pimiento, el ajo y la cebolla. Añadimos sal al gusto en este punto.', 'Dejaremos a fuego suave y con la sartén tapada por espacio de unos 40 minutos.', 'Pasado este tiempo ponemos en un escurridor para que suelte el exceso de aceite y ya tenemos nuestras patatas a lo pobre listas para llevar a la mesa. Ideales para acompañar cualquier plato de carne, por ejemplo.'];8
Bacon crujiente en el microondas;https://www.recetasonline.net/wp-content/uploads/2013/02/bacon-crujiente-en-el-microondas-1.jpg;Sin Informacion;2m;;['Bacon', 'Papel de cocina'];['Cocinar bacon en el microondas es tan sencillo como poner papel de cocina en un plato apto para usar en el microondas y encima las lonchas separadas ligeramente.', 'Ponemos otro trozo de papel de cocina por encima apretando un poco para que se pegue y llevamos al horno microondas.', 'Cocinamos por espacio de 1 minuto o un minuto y medio dependiendo de la potencia de vuestro horno.', 'Sacamos con cuidado porque estará muy caliente, retiramos el papel superior y dejamos enfriar. Al enfriarse el bacon nos quedará muy crujiente.', 'Es ideal para tomar en un desayuno pero también para añadir a una ensalada con he hecho yo, por ejemplo.'];8
Masa madre para pastelería;https://www.recetasonline.net/wp-content/uploads/2013/01/Receta.Imagen-fija001.jpg;--;25m;;['130 gr. de harina de fuerza', '15 gr. de levadura fresca', '1 cucharadita de azúcar', '70 gr. de leche'];['Lo primero que tenemos que hacer es calentar la leche pero solamente hasta que esté tibia.', ' A continuación disolvemos la levadura fresca en la leche hasta que no tenga grumos.', 'Añadimos una cucharadita de azúcar que va a hacer que la levadura fermente.', 'En un recipiente hondo ponemos la harina y añadimos el líquido mientras removemos.', 'Una vez que tenemos una masa como arenosa ya podemos empezar a trabajar la masa con las manos hasta que nos quede perfectamente mezclada y homogénea.', 'Una vez que tenemos la masa lisa y que no se nos pega a las manos sumergimos en un recipiente con agua templada.', 'Dejaremos hasta que la bola flote en la superficie que será en aproximadamente 10 minutos.'];4
Ensalada de espárragos, huevo y mostaza;https://www.recetasonline.net/wp-content/uploads/2016/02/ensalada.jpg;Sin Informacion;Sin Informacion;;['6 espárragos en conserva grandes con su caldo', '1/2 lechuga', '2 huevos cocidos', '1 tomate', '3 cucharadas de salsa mayonesa', '1 cucharada de mostaza', '6 aceitunas', 'Sal (al gusto)', 'Perejil picado (al gusto)'];['Limpiamos muy bien en agua fría la lechuga (una alternativa es usar ensalada en bolsa). Cortamos las hojas al tamño que más cómodo nos resulte y colocamos en  un recipiente hondo para ensaladas. Pelamos el tomate y cortamos en cuartos.', 'Colocamos encima el tomate, los espárragos, que pueden ir también troceados, los huevos cortados en cuartos y las aceitunas.', 'Preparamos una vinagreta mezclando en un vaso la mayonesa con el caldo de los espárragos y la mostaza. Mezclamos energicamente con ayuda de un tenedor y le damos el punto de sal. También podemos usar un bote usado de conserva y agitar dentro los ingredientes hasta tener una salsa homogenea.'];8
Ensalada de pollo;https://www.recetasonline.net/wp-content/uploads/2015/09/20150326_134021.jpg;Sin Informacion;Sin Informacion;;['1 contramuslo de pollo deshuesado', 'Lechuga o ensalada envasada', 'Zanahoria', 'Cebolla', '1 cucharadita de mayonesa', '1 cucharadita de mostaza', 'Pimienta', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es poner un chorrito de aceite de oliva en una sartén y cocinar a fuego suave el contramuslo hasta que lo tengamos dorado por las dos caras.', 'Pelamos y cortamos la zanahoria y la cebolla y las sofreímos ligeramente pero sin que lleguen a coger mucho color.', 'Cortamos el pollo en tiras y dejamos enfriar junto con la verdura. Mientras ponemos la ensalada en una fuente y añadimos la mayonesa y la mostaza.', 'Terminamos la elaboración añadiendo el pollo y la verdura y sazonando con pimienta y un poco de sal al gusto.'];3
Verduras rebozadas crujientes;https://www.recetasonline.net/wp-content/uploads/2014/02/Verduras-rebozadas.jpg;4;25m;;['200 gr. de harina de trigo', '200 gr. de harina de arroz', '1 cucharada de miel', '1 lata de cerveza (33 ml.)', 'Pimiento', 'Berenjena', 'Zanahoria', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de verduras rebozadas es mezclar las harinas con la miel, la sal y la cerveza.', 'Removemos bien hasta que nos quede una mezcla homogénea más bien líquida como podéis ver en el vídeo que nos permita impregnar las verduras.', 'Pelamos y cortamos las verduras y pasamos por el líquido antes de freír en aceite caliente hasta que estén doradas.', 'Sacamos a papel absorbente y tenemos nuestras verduras rebozadas lista para llevar a la mesa. Mejor que las comamos bien calientes porque frías pierden mucho del sabor y la textura crujiente se pierde.'];6
Huevos al plato con queso de cabra;https://www.recetasonline.net/wp-content/uploads/2013/11/Huevos-al-plato-con-queso-de-cabra.jpg;2;20m;;['2 huevos', '50 ml. de nata', '2 espárragos blancos', '1 rama de romero', '1 cebolla', '50 gr. de queso de cabra', 'Sal'];['Lo primero que vamos a  hacer para esta receta de cocina es poner a calentar la nata y añadir el queso de cabra hasta que se funda con la nata.', 'Añadimos el romero y dejamos unos minutos para que se infusione la nata.', 'Pelamos y picamos la cebolla y sofreímos en una sartén hasta que la tengamos dorada.', 'Una vez que tenemos pochada la cebolla la ponemos en un recipiente de barro. ', 'Añadimos la nata y ponemos los espárragos por encima. Terminamos poniendo el huevo por encima y horneamos a 200ºC durante unos 15 minutos o hasta que se cuaje el huevo.'];7
Ensalada tibia de espinacas, gambas y gulas;https://www.recetasonline.net/wp-content/uploads/2013/10/Ensalada-tibia-de-espinacas-gambas-y-gulas.jpg;2;15m;;['200 gr. de gulas', '100 gr. de gambas', '400 gr. de espinacas', '1/2 cebolla', '2 dientes de ajo', 'Vinagre de Módena', 'Aceite de oliva', 'Sal', 'Pimienta negra', 'Nuez moscada'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es cocer las espinacas. En caso de que no tengáis muy claro como se hace os dejo un enlace en la parte inferior con una manera en vídeo de hacerlo fácilmente en el microondas. ', 'Rehogamos posteriormente las espinacas con un diente de ajo y añadimos un poco de pimienta negra y un toque de nuez moscada.', 'Las gulas las preparamos picando el ajo fino y dorando ligeramente antes de añadir las gulas y las gambas  y dejar cocinando hasta que las gambas estén bien cocidas.', 'Emplatamos con ayuda de un aro de cocina poniendo espinacas en la base y encima las gulas con las gambas. Terminamos poniendo unos toques de vinagreta hecha con aceite de oliva y vinagre de Módena por encima.'];6
Huevos a la flamenca;https://www.recetasonline.net/wp-content/uploads/2013/09/Huevos-a-la-flamenca.jpg;1;20m;;['2 huevos', '20 gr. de guisantes', '1/2 cebolla', '20 gr. de chorizo', '15 gr. de jamón cocido', '3 cucharadas de salsa de tomate', '2 puntas de espárrago'];['Lo primero que tenemos que hacer es picar la cebolla y rehogarla junto con los guisantes y un chorrito de aceite de oliva.', 'Dejamos pochar hasta que transparente la cebolla y mientras picamos el chorizo y el jamón cocido.', 'Añadimos a la cazuelita el chorizo y el jamón colocando cada ingrediente en un lado y ponemos por encima la salsa de tomate por encima.', 'Cascamos los huevos con cuidado de no romper las yemas y añadimos las puntas de espárragos.', 'Dejamos cocinar hasta que la clara esté perfectamente cuajada.'];8
Huevos al plato a la florentina;https://www.recetasonline.net/wp-content/uploads/2013/09/Huevos-al-plato-a-la-florentina.jpg;2;20m;;['100 gr. de espinacas', '2 huevos', '50 gr de jamón cocido o dulce', 'Pimienta negra', 'Nuez moscada', 'Sal'];['Lo primero que tenemos que hacer es cocer las espinacas en el caso de que sean frescas. Si no sabes cómo hacerlo abajo os dejo un enlace donde os lo explico perfectamente y además con vídeo para que no haya dudas al respecto.', 'Una vez que tenemos cocidas las espinacas las escurrimos bien apretando para que suelten todo el líquido y nos queden lo más secas posibles.', 'Picamos la tercera parte del jamón cocido y lo rehogamos junto con las espinacas acompañado de un chorrito generoso de aceite de oliva.', 'Sazonamos con un poco de sal, pimienta y un poco de nuez moscada. Como siempre todos estos ingredientes al gusto de cada uno pero tener cuidado con las nuez moscada que solamente tenemos que añadir un poquito ya que es muy potente.', 'Después de unos 5 minutos de rehogado ponemos una loncha de jamón cocido en el fondo de un recipiente de barro. Añadimos las espinacas por encima y cascamos un huevo en la parte superior. Podemos poner un poquito de sal en el huevo si os gusta sabroso.', 'Llevamos al horno que tenemos precalentado a 180ºC y dejamos hasta que veamos que se cuaja toda la clara. Serán como unos 10 minutos pero es mejor estar pendiente del horno para evitar que se os queme.'];8
Ensalada de pollo con vinagreta de miel y mostaza;https://www.recetasonline.net/wp-content/uploads/2013/09/Ensalada-de-pollo1.jpg;4;10m;;['Ensalada mezclada', 'Sobras de pollo asado', '50 ml. de aceite de oliva', '25 ml. de vinagre de vino', '1 cucharada de salsa alioli', '1 cucharada de mostaza antigua o en grano', '2 cucharadas de miel de flores', 'Sal'];['Lo primero que tenemos que hacer es lavar la lechuga en el caso de que no usemos una ensalada de las que viene ya mezclada y lavada. En casa es del tipo que usamos por problemas de alergias alimentarias.', 'El pollo que nos había sobrado de la receta de pollo asado lo desmigamos con especial cuidado para retirar todos los huesecillos que pueda haber.', 'Preparamos la vinagreta mezclando el resto de ingredientes en un vaso y removiendo enérgicamente hasta que nos quede una salsa homogénea y consistente.', 'Solamente nos queda poner la ensalada en una fuente, el pollo por encima y por último la vinagreta y listo para llevar a la mesa.'];3
